"","No_of_Accidents","ev_year","acft_make","acft_model"
"1",1,1948,"STINSON","108"
"2",1,1962,"PIPER","PA24"
"3",1,1974,"CESSNA","172M"
"4",1,1977,"ROCKWELL","112"
"5",1,1979,"CESSNA","501"
"6",1,1979,"MCDONNELLDOUGLAS","DC9"
"7",1,1981,"CESSNA","180"
"8",4,1982,"AEROCOMMANDER","100"
"9",1,1982,"AEROCOMMANDER","112"
"10",1,1982,"AEROCOMMANDER","112TC"
"11",1,1982,"AEROCOMMANDER","500S"
"12",1,1982,"AEROCOMMANDER","520"
"13",1,1982,"AEROCOMMANDER","560E"
"14",1,1982,"AEROCOMMANDER","680"
"15",1,1982,"AEROCOMMANDER","680F"
"16",1,1982,"AEROCOMMANDER","680FL"
"17",1,1982,"AEROCOMMANDER","680W"
"18",1,1982,"AEROCOMMANDER","681"
"19",3,1982,"AEROCOMMANDER","S2R"
"20",3,1982,"AERONCA","11AC"
"21",1,1982,"AERONCA","11BC"
"22",1,1982,"AERONCA","11CC"
"23",2,1982,"AERONCA","65"
"24",13,1982,"AERONCA","7AC"
"25",1,1982,"AERONCA","7BCM"
"26",3,1982,"AERONCA","7EC"
"27",1,1982,"AERONCA","7GC"
"28",1,1982,"AERONCA","AR"
"29",1,1982,"AERONCA","C"
"30",1,1982,"AERONCACHAMP","7EC"
"31",1,1982,"AERONCACHAMPION","7AC"
"32",1,1982,"AEROSPORT","CHAMP"
"33",1,1982,"AEROTEK-PITTS","S"
"34",4,1982,"AIRTRACTOR","301"
"35",1,1982,"AIRTRACTOR","301A"
"36",13,1982,"AIRTRACTOR","AT"
"37",1,1982,"ALON","A2"
"38",1,1982,"AMATEURBUILT","QUICKIE"
"39",3,1982,"AMERICAN","AA"
"40",1,1982,"AMERICAN","AA5B"
"41",2,1982,"AMERICANAVIATION","AA"
"42",1,1982,"AMERICANAVIATION","AA1"
"43",1,1982,"AMERICANYANKEE","AA"
"44",1,1982,"ARCTIC","S1B2"
"45",1,1982,"ARCTICAIRCRAFT","S1B2"
"46",1,1982,"AUSTER","A.O.P.6"
"47",1,1982,"AUSTIN","S.E."
"48",1,1982,"AVRESCORP.","S"
"49",2,1982,"AYRES","S"
"50",2,1982,"AYRES","S2R"
"51",1,1982,"BEACHNER","QUICK"
"52",1,1982,"BEAGLEAIRCRAFT","206"
"53",2,1982,"BEDEAIRCRAFT","BD"
"54",1,1982,"BEECH","19"
"55",2,1982,"BEECH","200"
"56",4,1982,"BEECH","23"
"57",12,1982,"BEECH","35"
"58",2,1982,"BEECH","36"
"59",1,1982,"BEECH","50"
"60",4,1982,"BEECH","56TC"
"61",11,1982,"BEECH","58"
"62",3,1982,"BEECH","58P"
"63",1,1982,"BEECH","58TC"
"64",3,1982,"BEECH","60"
"65",5,1982,"BEECH","65"
"66",1,1982,"BEECH","76"
"67",5,1982,"BEECH","77"
"68",3,1982,"BEECH","90"
"69",20,1982,"BEECH","95"
"70",1,1982,"BEECH","99"
"71",1,1982,"BEECH","A"
"72",11,1982,"BEECH","A23"
"73",2,1982,"BEECH","A23A"
"74",3,1982,"BEECH","A24R"
"75",2,1982,"BEECH","A35"
"76",11,1982,"BEECH","A36"
"77",4,1982,"BEECH","A36TC"
"78",1,1982,"BEECH","A60"
"79",4,1982,"BEECH","B"
"80",5,1982,"BEECH","B19"
"81",3,1982,"BEECH","B23"
"82",2,1982,"BEECH","B24R"
"83",5,1982,"BEECH","B35"
"84",1,1982,"BEECH","B58"
"85",2,1982,"BEECH","B90"
"86",2,1982,"BEECH","B95"
"87",1,1982,"BEECH","B99A"
"88",4,1982,"BEECH","BE"
"89",9,1982,"BEECH","C"
"90",22,1982,"BEECH","C23"
"91",6,1982,"BEECH","C24R"
"92",1,1982,"BEECH","C33"
"93",3,1982,"BEECH","C35"
"94",1,1982,"BEECH","C45G"
"95",1,1982,"BEECH","C45H"
"96",3,1982,"BEECH","D18S"
"97",1,1982,"BEECH","D55"
"98",1,1982,"BEECH","D95A"
"99",2,1982,"BEECH","E"
"100",1,1982,"BEECH","E17L"
"101",5,1982,"BEECH","E18S"
"102",2,1982,"BEECH","E33"
"103",2,1982,"BEECH","E55"
"104",1,1982,"BEECH","F17D"
"105",3,1982,"BEECH","F33A"
"106",3,1982,"BEECH","F35"
"107",1,1982,"BEECH","F50"
"108",2,1982,"BEECH","G18S"
"109",4,1982,"BEECH","G35"
"110",1,1982,"BEECH","H"
"111",4,1982,"BEECH","H35"
"112",4,1982,"BEECH","J35"
"113",1,1982,"BEECH","K35"
"114",3,1982,"BEECH","M35"
"115",2,1982,"BEECH","P35"
"116",1,1982,"BEECH","S"
"117",2,1982,"BEECH","S35"
"118",1,1982,"BEECH","T"
"119",2,1982,"BEECH","V35"
"120",2,1982,"BEECH","V35A"
"121",8,1982,"BEECH","V35B"
"122",1,1982,"BEECHCRAFT","B"
"123",1,1982,"BEECHCRAFT","BE"
"124",1,1982,"BEECHCRAFT","C"
"125",1,1982,"BEECHCRAFT","K35"
"126",1,1982,"BEECHCRAFT","S35"
"127",3,1982,"BELLANCA","14"
"128",10,1982,"BELLANCA","17"
"129",1,1982,"BELLANCA","300A"
"130",1,1982,"BELLANCA","73CA"
"131",12,1982,"BELLANCA","7ECA"
"132",1,1982,"BELLANCA","7GCAA"
"133",12,1982,"BELLANCA","7GCBC"
"134",6,1982,"BELLANCA","7KCAB"
"135",6,1982,"BELLANCA","8GCBC"
"136",9,1982,"BELLANCA","8KCAB"
"137",1,1982,"BELLANCE","7GCBC"
"138",1,1982,"BELLANGA","7GCBC"
"139",1,1982,"BENNET","VP"
"140",3,1982,"BOEING","707"
"141",3,1982,"BOEING","727"
"142",3,1982,"BOEING","737"
"143",1,1982,"BOEING","75A"
"144",5,1982,"BOEING","A75"
"145",1,1982,"BOEING","A75L300"
"146",8,1982,"BOEING","A75N1"
"147",1,1982,"BOEING","B"
"148",1,1982,"BOEING","B75N1"
"149",4,1982,"BOEING","E75"
"150",1,1982,"BOEING","E75N1"
"151",1,1982,"BOEING","KC"
"152",1,1982,"BOEING","N2S"
"153",1,1982,"BOEING","PT"
"154",1,1982,"BOEINGSTEARMAN","A75"
"155",1,1982,"BOWERSFLYBABY","1A"
"156",1,1982,"BREEZY","RL4"
"157",1,1982,"BREEZY","RLU"
"158",1,1982,"BREEZY","RLU1"
"159",1,1982,"BRITTEN-NORMAN","BN"
"160",1,1982,"BUCKERJUNGMANN","BU"
"161",1,1982,"BURKE-PARKER","QUICKIE"
"162",1,1982,"C.EFF","VARI"
"163",5,1982,"CALLAIR","A"
"164",1,1982,"CANADAIR","CL"
"165",1,1982,"CASSUTT","111M"
"166",1,1982,"CASSUTT","CASSUTT"
"167",1,1982,"CASSUTT","MARK"
"168",6,1982,"CESSNA","120"
"169",17,1982,"CESSNA","140"
"170",2,1982,"CESSNA","140A"
"171",78,1982,"CESSNA","150"
"172",1,1982,"CESSNA","150A"
"173",2,1982,"CESSNA","150B"
"174",1,1982,"CESSNA","150C"
"175",2,1982,"CESSNA","150D"
"176",8,1982,"CESSNA","150F"
"177",11,1982,"CESSNA","150G"
"178",11,1982,"CESSNA","150H"
"179",9,1982,"CESSNA","150J"
"180",2,1982,"CESSNA","150K"
"181",24,1982,"CESSNA","150L"
"182",32,1982,"CESSNA","150M"
"183",132,1982,"CESSNA","152"
"184",1,1982,"CESSNA","152(II)"
"185",1,1982,"CESSNA","152A"
"186",5,1982,"CESSNA","152II"
"187",7,1982,"CESSNA","170"
"188",7,1982,"CESSNA","170A"
"189",15,1982,"CESSNA","170B"
"190",99,1982,"CESSNA","172"
"191",5,1982,"CESSNA","172A"
"192",1,1982,"CESSNA","172B"
"193",1,1982,"CESSNA","172C"
"194",1,1982,"CESSNA","172D"
"195",2,1982,"CESSNA","172E"
"196",3,1982,"CESSNA","172F"
"197",5,1982,"CESSNA","172G"
"198",10,1982,"CESSNA","172H"
"199",1,1982,"CESSNA","172J"
"200",10,1982,"CESSNA","172K"
"201",5,1982,"CESSNA","172L"
"202",37,1982,"CESSNA","172M"
"203",66,1982,"CESSNA","172N"
"204",25,1982,"CESSNA","172P"
"205",1,1982,"CESSNA","172PII"
"206",7,1982,"CESSNA","172RG"
"207",3,1982,"CESSNA","172XP"
"208",5,1982,"CESSNA","175"
"209",1,1982,"CESSNA","175A"
"210",20,1982,"CESSNA","177"
"211",7,1982,"CESSNA","177B"
"212",14,1982,"CESSNA","177RG"
"213",25,1982,"CESSNA","180"
"214",1,1982,"CESSNA","180A"
"215",1,1982,"CESSNA","180B"
"216",1,1982,"CESSNA","180C"
"217",1,1982,"CESSNA","180D"
"218",1,1982,"CESSNA","180E"
"219",1,1982,"CESSNA","180G"
"220",1,1982,"CESSNA","180H"
"221",4,1982,"CESSNA","180J"
"222",7,1982,"CESSNA","180K"
"223",41,1982,"CESSNA","182"
"224",8,1982,"CESSNA","182A"
"225",8,1982,"CESSNA","182B"
"226",3,1982,"CESSNA","182C"
"227",1,1982,"CESSNA","182D"
"228",5,1982,"CESSNA","182E"
"229",2,1982,"CESSNA","182F"
"230",3,1982,"CESSNA","182G"
"231",3,1982,"CESSNA","182H"
"232",3,1982,"CESSNA","182J"
"233",2,1982,"CESSNA","182K"
"234",4,1982,"CESSNA","182L"
"235",4,1982,"CESSNA","182M"
"236",3,1982,"CESSNA","182N"
"237",21,1982,"CESSNA","182P"
"238",9,1982,"CESSNA","182Q"
"239",1,1982,"CESSNA","182QII"
"240",1,1982,"CESSNA","182R"
"241",3,1982,"CESSNA","182RG"
"242",1,1982,"CESSNA","183P"
"243",10,1982,"CESSNA","185"
"244",2,1982,"CESSNA","185A"
"245",1,1982,"CESSNA","185E"
"246",4,1982,"CESSNA","185F"
"247",9,1982,"CESSNA","188"
"248",1,1982,"CESSNA","188A"
"249",11,1982,"CESSNA","188B"
"250",1,1982,"CESSNA","188T"
"251",1,1982,"CESSNA","190"
"252",3,1982,"CESSNA","195"
"253",2,1982,"CESSNA","195A"
"254",2,1982,"CESSNA","195B"
"255",4,1982,"CESSNA","205"
"256",1,1982,"CESSNA","205A"
"257",11,1982,"CESSNA","206"
"258",1,1982,"CESSNA","206G"
"259",5,1982,"CESSNA","207"
"260",1,1982,"CESSNA","207A"
"261",24,1982,"CESSNA","210"
"262",4,1982,"CESSNA","210A"
"263",1,1982,"CESSNA","210B"
"264",4,1982,"CESSNA","210D"
"265",1,1982,"CESSNA","210E"
"266",1,1982,"CESSNA","210G"
"267",1,1982,"CESSNA","210J"
"268",1,1982,"CESSNA","210K"
"269",9,1982,"CESSNA","210L"
"270",2,1982,"CESSNA","210M"
"271",4,1982,"CESSNA","210N"
"272",1,1982,"CESSNA","305"
"273",4,1982,"CESSNA","305A"
"274",1,1982,"CESSNA","31"
"275",8,1982,"CESSNA","310"
"276",1,1982,"CESSNA","310A"
"277",1,1982,"CESSNA","310B"
"278",3,1982,"CESSNA","310C"
"279",2,1982,"CESSNA","310D"
"280",1,1982,"CESSNA","310H"
"281",1,1982,"CESSNA","310I"
"282",2,1982,"CESSNA","310K"
"283",1,1982,"CESSNA","310L"
"284",3,1982,"CESSNA","310P"
"285",4,1982,"CESSNA","310Q"
"286",8,1982,"CESSNA","310R"
"287",1,1982,"CESSNA","320A"
"288",1,1982,"CESSNA","320B"
"289",1,1982,"CESSNA","320C"
"290",1,1982,"CESSNA","320D"
"291",1,1982,"CESSNA","320E"
"292",1,1982,"CESSNA","320F"
"293",1,1982,"CESSNA","336"
"294",2,1982,"CESSNA","337"
"295",1,1982,"CESSNA","337B"
"296",1,1982,"CESSNA","337D"
"297",1,1982,"CESSNA","337G"
"298",7,1982,"CESSNA","340"
"299",7,1982,"CESSNA","340A"
"300",3,1982,"CESSNA","401"
"301",1,1982,"CESSNA","401A"
"302",1,1982,"CESSNA","401B"
"303",3,1982,"CESSNA","402"
"304",2,1982,"CESSNA","402A"
"305",5,1982,"CESSNA","402B"
"306",1,1982,"CESSNA","402C"
"307",2,1982,"CESSNA","404"
"308",2,1982,"CESSNA","411"
"309",2,1982,"CESSNA","411A"
"310",4,1982,"CESSNA","414"
"311",2,1982,"CESSNA","414A"
"312",3,1982,"CESSNA","421"
"313",1,1982,"CESSNA","421A"
"314",8,1982,"CESSNA","421B"
"315",7,1982,"CESSNA","421C"
"316",1,1982,"CESSNA","500"
"317",2,1982,"CESSNA","501"
"318",1,1982,"CESSNA","501SP"
"319",1,1982,"CESSNA","551"
"320",1,1982,"CESSNA","A"
"321",2,1982,"CESSNA","A150"
"322",2,1982,"CESSNA","A150L"
"323",1,1982,"CESSNA","A150M"
"324",3,1982,"CESSNA","A152"
"325",1,1982,"CESSNA","A185"
"326",4,1982,"CESSNA","A185E"
"327",14,1982,"CESSNA","A185F"
"328",6,1982,"CESSNA","A188"
"329",1,1982,"CESSNA","A188A"
"330",14,1982,"CESSNA","A188B"
"331",2,1982,"CESSNA","C"
"332",1,1982,"CESSNA","C152"
"333",1,1982,"CESSNA","P"
"334",1,1982,"CESSNA","P206"
"335",2,1982,"CESSNA","P206B"
"336",1,1982,"CESSNA","P210"
"337",8,1982,"CESSNA","P210N"
"338",1,1982,"CESSNA","P337H"
"339",1,1982,"CESSNA","R172E"
"340",6,1982,"CESSNA","R172K"
"341",9,1982,"CESSNA","R182"
"342",2,1982,"CESSNA","T"
"343",2,1982,"CESSNA","T182RG"
"344",13,1982,"CESSNA","T188C"
"345",1,1982,"CESSNA","T207"
"346",2,1982,"CESSNA","T207A"
"347",3,1982,"CESSNA","T210"
"348",1,1982,"CESSNA","T210F"
"349",2,1982,"CESSNA","T210G"
"350",9,1982,"CESSNA","T210L"
"351",14,1982,"CESSNA","T210M"
"352",13,1982,"CESSNA","T210N"
"353",1,1982,"CESSNA","T21OL"
"354",1,1982,"CESSNA","T21OM"
"355",2,1982,"CESSNA","T303"
"356",1,1982,"CESSNA","T310P"
"357",1,1982,"CESSNA","T310R"
"358",1,1982,"CESSNA","T337B"
"359",3,1982,"CESSNA","T337C"
"360",1,1982,"CESSNA","T337D"
"361",2,1982,"CESSNA","T337G"
"362",1,1982,"CESSNA","T337H"
"363",1,1982,"CESSNA","TP206A"
"364",1,1982,"CESSNA","TR"
"365",8,1982,"CESSNA","TR182"
"366",1,1982,"CESSNA","TRI82"
"367",1,1982,"CESSNA","TU"
"368",1,1982,"CESSNA","TU206"
"369",2,1982,"CESSNA","TU206F"
"370",4,1982,"CESSNA","TU206G"
"371",1,1982,"CESSNA","U"
"372",10,1982,"CESSNA","U206"
"373",1,1982,"CESSNA","U206A"
"374",1,1982,"CESSNA","U206B"
"375",3,1982,"CESSNA","U206F"
"376",4,1982,"CESSNA","U206G"
"377",1,1982,"CGSAVIATION","HAWK"
"378",1,1982,"CHAMPION","7AC"
"379",2,1982,"CHAMPION","7EC"
"380",3,1982,"CHAMPION","7ECA"
"381",1,1982,"CHAMPION","7FC"
"382",3,1982,"CHAMPION","7GCAA"
"383",2,1982,"CHAMPION","7GCBC"
"384",1,1982,"CHRISTIAN","EAGLE"
"385",1,1982,"CITABRIA","7GCBC"
"386",1,1982,"CITABRIA","8GCBC"
"387",1,1982,"CLANCY","SKYBABY"
"388",2,1982,"COLONIAL","C"
"389",1,1982,"CONDOR","150L"
"390",1,1982,"CONSOLIDATEDAERO","LA"
"391",1,1982,"CONSOLIDATEDAERONAUTICSINC.","LA"
"392",1,1982,"CONTINENTAL","305"
"393",1,1982,"CONVAIR","240"
"394",1,1982,"CONVAIR","340"
"395",1,1982,"CONVAIR","440"
"396",1,1982,"COOT","AMPHIBIAN"
"397",1,1982,"CORBEN","B"
"398",1,1982,"COUGAR","A"
"399",1,1982,"CROOK","M"
"400",1,1982,"CURTIS","C46"
"401",1,1982,"CURTISS-WRIGHT","C"
"402",1,1982,"DAUNTLESS","D52"
"403",1,1982,"DAVENPORT","BD"
"404",1,1982,"DAVIS","DA"
"405",1,1982,"DEHAVILLAND","2"
"406",1,1982,"DEHAVILLAND","BEAVER"
"407",2,1982,"DEHAVILLAND","DH"
"408",7,1982,"DEHAVILLAND","DHC"
"409",1,1982,"DOUGLAS","C"
"410",5,1982,"DOUGLAS","DC"
"411",1,1982,"DOUGLAS","DC10"
"412",1,1982,"DOUGLAS","DC8"
"413",1,1982,"DOUGLAS","RB"
"414",2,1982,"DOWNERAIRCRAFTINDUSTRIES","REPUBLIC"
"415",1,1982,"E.L.CRAIG","CRAIGCRAFT"
"416",1,1982,"EAA","BIPLANE"
"417",6,1982,"EAGLE","DW"
"418",1,1982,"EIPPER-FORMANCE","MX"
"419",1,1982,"ENGINEERING&RESEARCH","415"
"420",1,1982,"ERCO","415"
"421",1,1982,"ERCO","415C"
"422",8,1982,"ERCOUPE","415"
"423",6,1982,"ERCOUPE","415C"
"424",2,1982,"EVANSAIRCRAFT","VP"
"425",1,1982,"EVANSAIRCRAFT","VP2"
"426",1,1982,"FAIRCHILD","24"
"427",1,1982,"FAIRCHILD","24R"
"428",2,1982,"FAIRCHILD","C"
"429",1,1982,"FAIRCHILD","M"
"430",1,1982,"FAIRCHILD","PT"
"431",1,1982,"FAIRCHILDHILLER","227C"
"432",1,1982,"FALKENTHAL","VARIEZE"
"433",1,1982,"FLAGG","13"
"434",1,1982,"FLITECRAFT","SENIOR"
"435",1,1982,"FOKKER","DR"
"436",1,1982,"FOKKER","F"
"437",1,1982,"FOSTER","AIRSPEED"
"438",1,1982,"FRANKTURBEN","AERO"
"439",1,1982,"FROEHLICH","M"
"440",1,1982,"FUNKAIRCRAFTCO.","B75L"
"441",1,1982,"GATESLEARJET","23"
"442",1,1982,"GATESLEARJET","24D"
"443",1,1982,"GATESLEARJET","25"
"444",1,1982,"GLOBE","GC"
"445",1,1982,"GLOBE","SWIFT"
"446",1,1982,"GOODYEAR","FGID(F4U)"
"447",5,1982,"GREATLAKES","2T"
"448",1,1982,"GREATLAKES","2T1A"
"449",1,1982,"GREGG","KR"
"450",1,1982,"GRUMAMER","AA"
"451",1,1982,"GRUMMAN","1159"
"452",1,1982,"GRUMMAN","164"
"453",23,1982,"GRUMMAN","AA"
"454",1,1982,"GRUMMAN","AA1"
"455",2,1982,"GRUMMAN","AA1B"
"456",1,1982,"GRUMMAN","AA1C"
"457",2,1982,"GRUMMAN","AA5"
"458",1,1982,"GRUMMAN","AA5A"
"459",3,1982,"GRUMMAN","AA5B"
"460",1,1982,"GRUMMAN","AMERICAN"
"461",59,1982,"GRUMMAN","G"
"462",3,1982,"GRUMMAN","G164A"
"463",5,1982,"GRUMMAN","G164B"
"464",11,1982,"GRUMMANAMERICAN","AA"
"465",1,1982,"GRUMMANAMERICAN","AA5A"
"466",1,1982,"GRUMMANAMERICAN","GA"
"467",1,1982,"GULFSTREAM","AA"
"468",2,1982,"GULFSTREAM","G"
"469",1,1982,"GULFSTREAMAMERICAN","690C"
"470",1,1982,"GULFSTREAMAMERICAN","980(695)"
"471",2,1982,"GULFSTREAMAMERICAN","AA"
"472",1,1982,"GULFSTREAMAMERICAN","AA5A"
"473",1,1982,"GULFSTREAMAMERICAN","G"
"474",1,1982,"HALLQUIST","THUNDERBOLT"
"475",1,1982,"HARTMAN","KR"
"476",1,1982,"HATZ","CB"
"477",5,1982,"HELIO","H"
"478",1,1982,"HOLLMAN","CONDOR"
"479",1,1982,"HOMEBUILT","MUSTANG"
"480",1,1982,"HOMEBUILT","PDQ"
"481",1,1982,"HOMEBUILT","QUICKIE"
"482",1,1982,"HOWARDAIRCRAFTCORP.","500"
"483",2,1982,"HOWARDAIRCRAFTCORP.","DGA"
"484",1,1982,"HUDSON","2"
"485",1,1982,"J.A.MULLAN","DRAGONFLY"
"486",1,1982,"JOHNSON,DOUGLASL.","JAYHAWK"
"487",1,1982,"JUNIORACE","D"
"488",1,1982,"JURCA","3/4"
"489",1,1982,"KENBROCK","KB"
"490",11,1982,"LAKE","LA"
"491",1,1982,"LAWSONSPECIAL","DG"
"492",1,1982,"LEARJET","23"
"493",1,1982,"LINDGRENEVANS","VP"
"494",1,1982,"LOCKHEED","18"
"495",1,1982,"LONG-EZ","RUTAN"
"496",14,1982,"LUSCOMBE","8A"
"497",5,1982,"LUSCOMBE","8E"
"498",3,1982,"LUSCOMBE","8F"
"499",1,1982,"LUSCOMBE","T"
"500",1,1982,"MARTIN","404"
"501",1,1982,"MARTIN-PITTS","S1S"
"502",1,1982,"MAULE","BEE"
"503",16,1982,"MAULE","M"
"504",1,1982,"MCCALL","KR"
"505",1,1982,"MCCLARY","MONG"
"506",1,1982,"MCDONALDDOUGLAS","DC"
"507",1,1982,"MCDONNELL-DOUGLAS","DC"
"508",2,1982,"MCDONNELLDOUGLAS","DC"
"509",1,1982,"MCKINLEYEAA","P"
"510",1,1982,"MIDGET","MUSTANG"
"511",1,1982,"MIGNET","HM293"
"512",1,1982,"MILLER","TUFTS"
"513",8,1982,"MITSUBISHI","MU"
"514",1,1982,"MITSUBISHI","MU2B"
"515",1,1982,"MONG","SPORT"
"516",1,1982,"MONGSPORT","MS"
"517",6,1982,"MOONEY","M"
"518",1,1982,"MOONEY","M20"
"519",4,1982,"MOONEY","M20A"
"520",3,1982,"MOONEY","M20B"
"521",2,1982,"MOONEY","M20C"
"522",8,1982,"MOONEY","M20E"
"523",12,1982,"MOONEY","M20F"
"524",2,1982,"MOONEY","M20G"
"525",11,1982,"MOONEY","M20J"
"526",4,1982,"MOONEY","M20K"
"527",1,1982,"MOONEY","M22"
"528",1,1982,"MOONEY","M2OJ"
"529",1,1982,"MORRISEY","2150"
"530",2,1982,"MUSTANG","II"
"531",1,1982,"NA","64"
"532",1,1982,"NASHCASSUTTRACER","111M"
"533",3,1982,"NAVION","A"
"534",1,1982,"NAVION","G"
"535",1,1982,"NAVY","N3N"
"536",1,1982,"NIHON","YS"
"537",1,1982,"NORMANNEGUS","KR"
"538",1,1982,"NORTHAMERICAN","0"
"539",4,1982,"NORTHAMERICAN","AT"
"540",2,1982,"NORTHAMERICAN","F"
"541",1,1982,"NORTHAMERICAN","NAVION"
"542",1,1982,"NORTHAMERICAN","P"
"543",3,1982,"NORTHAMERICAN","SNJ"
"544",1,1982,"NORTHAMERICAN","T"
"545",1,1982,"OAR","ACAPELLA"
"546",1,1982,"OLDFIELD","BABY"
"547",1,1982,"OMAC","1"
"548",1,1982,"OSPREY","2"
"549",1,1982,"OSPREY","II"
"550",1,1982,"PETERCLARK","SUPER"
"551",1,1982,"PIETENPOL","AIRCAMPER"
"552",5,1982,"PIPER","18"
"553",2,1982,"PIPER","22"
"554",1,1982,"PIPER","23"
"555",2,1982,"PIPER","24"
"556",2,1982,"PIPER","25"
"557",5,1982,"PIPER","28"
"558",1,1982,"PIPER","32RT"
"559",5,1982,"PIPER","601P"
"560",2,1982,"PIPER","AEROSTAR"
"561",5,1982,"PIPER","J"
"562",2,1982,"PIPER","J3"
"563",6,1982,"PIPER","J3C"
"564",1,1982,"PIPER","J3F"
"565",1,1982,"PIPER","J3L"
"566",1,1982,"PIPER","J5A"
"567",1,1982,"PIPER","P"
"568",653,1982,"PIPER","PA"
"569",1,1982,"PIPER","PA23"
"570",1,1982,"PIPER","PA25"
"571",5,1982,"PIPER","PA28"
"572",2,1982,"PIPER","PA32"
"573",1,1982,"PIPER","PA32RT"
"574",1,1982,"PIPER-AEROSTAR","601P"
"575",1,1982,"PITTS","51"
"576",1,1982,"PITTS","S"
"577",2,1982,"PITTS","S1"
"578",1,1982,"PITTS","S1C"
"579",1,1982,"PITTS","S1S"
"580",1,1982,"PITTS","S2S"
"581",1,1982,"PITTS","SC"
"582",1,1982,"PITTS","SPECIAL"
"583",2,1982,"PITTSSPECIAL","S"
"584",1,1982,"PLAYMATE","SA11A"
"585",1,1982,"PORTERFIELD","CP"
"586",1,1982,"Q-BERRY","HAWK"
"587",1,1982,"QUICKIE","1"
"588",1,1982,"QUICKIE","2"
"589",1,1982,"QUICKIE","Q2"
"590",1,1982,"QUICKIE","QAC"
"591",1,1982,"QUICKIE","QUICKIE"
"592",1,1982,"QUICKIE","RISE"
"593",1,1982,"QUICKIE","TWO"
"594",1,1982,"QUICKSILVER","MXII"
"595",1,1982,"RAND","K.R.1"
"596",2,1982,"RAND","KR"
"597",1,1982,"RAND","KR2"
"598",1,1982,"RAYAN","NAV"
"599",1,1982,"REPUBLIC","RC"
"600",3,1982,"ROBERTSON","C"
"601",2,1982,"ROCKWELL","112A"
"602",1,1982,"ROCKWELL","112TC"
"603",1,1982,"ROCKWELL","690A"
"604",1,1982,"ROCKWELL","COMMANDER"
"605",1,1982,"ROCKWELL","INTL"
"606",3,1982,"ROCKWELL","S"
"607",2,1982,"ROCKWELL","S2R"
"608",1,1982,"ROCKWELLCOMDR","112TCA"
"609",1,1982,"ROCKWELLCOMMANDER","AC"
"610",1,1982,"ROCKWELLINT'T","S2R"
"611",1,1982,"ROCKWELLINTERNATIONAL","700"
"612",1,1982,"ROCKWELLINTERNATIONAL","S2R"
"613",1,1982,"ROCKWELLINTERNATIONAL","STINSON"
"614",1,1982,"ROCKWELLINTL","114"
"615",1,1982,"ROCKWELLINTL","S"
"616",2,1982,"ROCKWELLINTL.","S"
"617",2,1982,"RUTAN","VARIEZE"
"618",1,1982,"RYAN","NAVION"
"619",1,1982,"RYAN","PT"
"620",1,1982,"RYANAERONAUTICS","ST3KR"
"621",1,1982,"SAVAGE","SKYBOLT"
"622",1,1982,"SAVILLEHUMMER","FALCON"
"623",1,1982,"SIAIMARCHETTI","S.205"
"624",2,1982,"SMITH","AEROSTAR"
"625",3,1982,"SMITH","MINIPLANE"
"626",2,1982,"SMITHAEROSTAR","600"
"627",1,1982,"SMITHMINIPLANE","BK"
"628",1,1982,"SMITHMINIPLANE","MINI"
"629",1,1982,"SNOW","600"
"630",2,1982,"SNOW","AT"
"631",1,1982,"SONERAI","II"
"632",1,1982,"SONSMUSTANG","II"
"633",1,1982,"SOUTHERNAIRMOTIVECORPSAC","SAC"
"634",1,1982,"SPEZIO","SPORT"
"635",1,1982,"STAMPERENARD","SV4B"
"636",1,1982,"STARDUSTER","II"
"637",1,1982,"STARDUSTER","TOO"
"638",1,1982,"STARFIRE","JRF"
"639",1,1982,"STARKE","KR"
"640",1,1982,"STEEN","SKYBOLT"
"641",13,1982,"STINSON","108"
"642",1,1982,"STINSON","10A"
"643",1,1982,"STINSON","180"
"644",1,1982,"STINSON","181"
"645",1,1982,"STINSON","HWW"
"646",1,1982,"SWANSON","SSW"
"647",6,1982,"SWEARINGEN","SA"
"648",3,1982,"SWEARINGEN","SA226"
"649",2,1982,"SWEARINGEN","SA226TC"
"650",1,1982,"SWEARINGEN","SA227"
"651",1,1982,"SWEARINGEN","SA26"
"652",1,1982,"TAILWIND","A"
"653",1,1982,"TANKE","GOLDWING"
"654",1,1982,"TAYLOR","MONOPLANE"
"655",3,1982,"TAYLORCRAFT","BC"
"656",9,1982,"TAYLORCRAFT","BC12"
"657",1,1982,"TAYLORCRAFT","BL"
"658",1,1982,"TAYLORCRAFT","DCO"
"659",1,1982,"TAYLORCRAFT","F"
"660",1,1982,"TAYLORCRAFT","F19"
"661",1,1982,"TAYLORCRAFT","L"
"662",1,1982,"TEDSMITH","601P"
"663",1,1982,"TEDSMITH","AEROSTAR"
"664",1,1982,"TEMCO","GC"
"665",3,1982,"THORP","T"
"666",1,1982,"THURSTON","TEAL"
"667",1,1982,"THURSTON","TSC"
"668",1,1982,"TIFFT-V","VARIEZE"
"669",2,1982,"VARGA","2150A"
"670",1,1982,"VARGA","2180"
"671",1,1982,"VARIEZE","HAMLIN"
"672",1,1982,"VILLINE'S","BREEZY"
"673",1,1982,"VOLKSPLANE","VP"
"674",1,1982,"VOLMERAIRCRAFT","AMPHIBIAN"
"675",1,1982,"VOLMERAIRCRAFT","SPORTSMAN"
