"","ev_id","ev_year","ev_month","prim_rsn","sec_rsn","sub1_rsn","sub2_rsn","sub3_rsn"
"20042","20131010X04640",2013,10,"Environmental issues","Physical environment","Terrain","Mountainous/hilly terrain","Effect on operation "
"20043","20131010X04640",2013,10,"Aircraft","Aircraft oper/perf/capability","Performance/control parameters","Altitude","Not attained/maintained "
"20044","20131010X04640",2013,10,"Environmental issues","Conditions/weather/phenomena","Ceiling/visibility/precip","Clouds","Effect on operation "
"20045","20131010X04640",2013,10,"Environmental issues","Conditions/weather/phenomena","Ceiling/visibility/precip","Clouds","Contributed to outcome "
"20046","20131010X04640",2013,10,"Personnel issues","Physical","Impairment/incapacitation","OTC medication","Pilot"
"20047","20131016X30057",2013,10,"Environmental issues","Physical environment","Terrain","Mountainous/hilly terrain","Contributed to outcome"
"20048","20131016X30057",2013,10,"Not determined","Not determined","(general)","(general)","Unknown/Not determined "
"20049","20131016X30057",2013,10,"Aircraft","Aircraft power plant","Engine (reciprocating)","(general)","Not specified"
"20050","20131016X33113",2013,10,"Environmental issues","Physical environment","Terrain","Rough terrain","Not specified"
"20051","20131016X33113",2013,10,"Aircraft","Aircraft oper/perf/capability","Performance/control parameters","Directional control","Not attained/maintained "
"20052","20131016X33113",2013,10,"Personnel issues","Task performance","Use of equip/info","Aircraft control","Pilot "
"20053","20131016X44304",2013,10,"Aircraft","Aircraft oper/perf/capability","Performance/control parameters","Directional control","Not attained/maintained "
"20054","20131016X44304",2013,10,"Personnel issues","Task performance","Use of equip/info","Aircraft control","Pilot "
"20055","20131016X44304",2013,10,"Personnel issues","Experience/knowledge","Experience/qualifications","Total experience w/ equipment","Copilot"
"20056","20131016X51130",2013,10,"Environmental issues","Physical environment","Object/animal/substance","(general)","Not specified"
"20057","20131016X51130",2013,10,"Personnel issues","Task performance","Use of equip/info","Aircraft control","Pilot "
"20058","20131016X51130",2013,10,"Aircraft","Aircraft oper/perf/capability","Performance/control parameters","Altitude","Not attained/maintained "
"20059","20131016X60114",2013,10,"Aircraft","Aircraft oper/perf/capability","Performance/control parameters","Configuration","Not attained/maintained "
"20060","20131016X60114",2013,10,"Personnel issues","Task performance","Use of equip/info","Aircraft control","Pilot "
"20061","20131016X60114",2013,10,"Environmental issues","Conditions/weather/phenomena","Wind","Gusts","Not specified"
"20062","20131016X84653",2013,10,"Aircraft","Aircraft systems","Landing gear system","Main landing gear","Fatigue/wear/corrosion"
"20063","20131016X84653",2013,10,"Not determined","Not determined","(general)","(general)","Unknown/Not determined "
"20064","20131016X84653",2013,10,"Environmental issues","Physical environment","Terrain","Sloped/uneven","Contributed to outcome"
"20065","20131017X35620",2013,10,"Environmental issues","Physical environment","Object/animal/substance","Animal(s)/bird(s)","Effect on equipment "
"20066","20131018X11004",2013,10,"Personnel issues","Action/decision","Info processing/decision","Decision making/judgment","Pilot "
"20067","20131018X11004",2013,10,"Personnel issues","Experience/knowledge","Experience/qualifications","Total instrument experience","Pilot "
"20068","20131018X11004",2013,10,"Aircraft","Aircraft oper/perf/capability","Performance/control parameters","(general)","Not attained/maintained "
"20069","20131018X11004",2013,10,"Personnel issues","Psychological","Perception/orientation/illusion","Spatial disorientation","Pilot "
"20070","20131018X11004",2013,10,"Personnel issues","Task performance","Use of equip/info","Aircraft control","Pilot "
"20071","20131018X21053",2013,9,"Not determined","Not determined","(general)","(general)","Unknown/Not determined "
"20072","20131018X21053",2013,9,"Aircraft","Aircraft power plant","(general)","(general)","Not specified "
"20073","20131018X32710",2013,10,"Personnel issues","Task performance","Planning/preparation","Fuel planning","Pilot "
"20074","20131018X32710",2013,10,"Personnel issues","Task performance","Inspection","Preflight inspection","Pilot "
"20075","20131018X32710",2013,10,"Aircraft","Fluids/misc hardware","Fluids","Fuel","Fluid level "
"20076","20131018X34254",2013,10,"Environmental issues","Conditions/weather/phenomena","Temp/humidity/pressure","Conducive to structural icing","Contributed to outcome "
"20077","20131018X34254",2013,10,"Personnel issues","Action/decision","Info processing/decision","Decision making/judgment","Pilot "
"20078","20131018X34254",2013,10,"Aircraft","Aircraft systems","Auto flight system","Autopilot system","Inoperative "
"20079","20131018X34254",2013,10,"Aircraft","Aircraft systems","Indicating/recording systems","Instrument panel","Malfunction "
"20080","20131018X34254",2013,10,"Personnel issues","Task performance","Workload management","Task overload","Pilot "
"20081","20131018X34254",2013,10,"Personnel issues","Task performance","Use of equip/info","Aircraft control","Pilot "
"20082","20131018X34254",2013,10,"Aircraft","Aircraft oper/perf/capability","Performance/control parameters","(general)","Capability exceeded "
"20083","20131018X34254",2013,10,"Personnel issues","Psychological","Perception/orientation/illusion","Spatial disorientation","Pilot "
"20084","20131018X34254",2013,10,"Environmental issues","Conditions/weather/phenomena","Ceiling/visibility/precip","(general)","Effect on operation "
"20085","20131018X52132",2013,10,"Environmental issues","Conditions/weather/phenomena","Wind","Tailwind","Awareness of condition "
"20086","20131018X52132",2013,10,"Personnel issues","Action/decision","Info processing/decision","Decision making/judgment","Pilot "
"20087","20131018X52132",2013,10,"Personnel issues","Task performance","Maintenance","Scheduled/routine maintenance","Airport personnel "
"20088","20131018X52132",2013,10,"Aircraft","Aircraft oper/perf/capability","Performance/control parameters","Pitch control","Not attained/maintained "
"20089","20131019X24348",2013,10,"Aircraft","Aircraft oper/perf/capability","Performance/control parameters","Altitude","Not attained/maintained "
"20090","20131019X35901",2013,10,"Personnel issues","Action/decision","Info processing/decision","Decision making/judgment","Pilot "
"20091","20131019X35901",2013,10,"Aircraft","Aircraft power plant","Engine (reciprocating)","Recip eng liquid cooling","Malfunction"
"20092","20131019X35901",2013,10,"Environmental issues","Physical environment","Terrain","Sloped/uneven","Contributed to outcome"
"20093","20131020X13821",2013,10,"Environmental issues","Physical environment","Object/animal/substance","Sign/marker","Not specified"
"20094","20131020X13821",2013,10,"Aircraft","Aircraft oper/perf/capability","Performance/control parameters","Directional control","Not attained/maintained "
"20095","20131020X13821",2013,10,"Personnel issues","Task performance","Use of equip/info","Aircraft control","Pilot "
"20096","20131020X42000",2013,10,"Personnel issues","Task performance","Maintenance","Installation","Maintenance personnel "
"20097","20131020X42000",2013,10,"Aircraft","Aircraft propeller/rotor","Propeller system","(general)","Failure "
"20098","20131020X42000",2013,10,"Aircraft","Aircraft propeller/rotor","Propeller system","(general)","Incorrect service/maintenance "
"20099","20131021X00632",2013,10,"Aircraft","Aircraft oper/perf/capability","Performance/control parameters","Directional control","Not attained/maintained "
"20100","20131021X00632",2013,10,"Personnel issues","Task performance","Use of equip/info","Aircraft control","Pilot "
"20101","20131021X00632",2013,10,"Personnel issues","Physical","Physical characteristic","Size","Pilot "
"20102","20131021X00632",2013,10,"Personnel issues","Action/decision","Info processing/decision","Decision making/judgment","Pilot "
"20103","20131021X10724",2013,10,"Personnel issues","Task performance","Use of equip/info","Aircraft control","Pilot "
"20104","20131021X10724",2013,10,"Aircraft","Aircraft oper/perf/capability","Performance/control parameters","Landing flare","Not attained/maintained "
"20105","20131021X10724",2013,10,"Environmental issues","Conditions/weather/phenomena","Wind","Tailwind","Effect on equipment"
"20106","20131021X12554",2013,10,"Environmental issues","Conditions/weather/phenomena","Wind","Gusts","Contributed to outcome"
"20107","20131021X12554",2013,10,"Aircraft","Aircraft systems","Ice/rain protection system","Intake anti","ice, deice"
"20108","20131021X12554",2013,10,"Personnel issues","Action/decision","Action","Incomplete action","Pilot "
"20109","20131021X12554",2013,10,"Personnel issues","Task performance","Use of equip/info","Use of equip/system","Pilot "
"20110","20131021X12554",2013,10,"Environmental issues","Conditions/weather/phenomena","Temp/humidity/pressure","Conducive to carburetor icing","Contributed to outcome "
"20111","20131021X12556",2013,10,"Personnel issues","Psychological","Perception/orientation/illusion","Spatial disorientation","Pilot "
"20112","20131021X12556",2013,10,"Personnel issues","Experience/knowledge","Knowledge","Knowledge of equipment","Pilot"
"20113","20131021X12556",2013,10,"Personnel issues","Task performance","Use of equip/info","Aircraft control","Pilot "
"20114","20131021X12556",2013,10,"Aircraft","Aircraft oper/perf/capability","Performance/control parameters","(general)","Not attained/maintained "
"20115","20131021X12556",2013,10,"Personnel issues","Task performance","Use of equip/info","Use of equip/system","Pilot "
"20116","20131021X42436",2013,10,"Personnel issues","Task performance","Use of equip/info","Aircraft control","Pilot "
"20117","20131021X42436",2013,10,"Not determined","Not determined","(general)","(general)","Unknown/Not determined "
"20118","20131021X42436",2013,10,"Aircraft","Aircraft oper/perf/capability","Performance/control parameters","(general)","Not attained/maintained "
"20119","20131021X82630",2013,10,"Aircraft","Aircraft systems","Landing gear system","Tube","Failure "
"20120","20131021X82630",2013,10,"Aircraft","Aircraft oper/perf/capability","Performance/control parameters","Directional control","Attain/maintain not possible "
"20121","20131021X92058",2013,10,"Environmental issues","Physical environment","Object/animal/substance","Ground vehicle","Contributed to outcome"
"20122","20131021X92058",2013,10,"Not determined","Not determined","(general)","(general)","Unknown/Not determined "
"20123","20131022X04614",2013,10,"Personnel issues","Action/decision","Action","Lack of action","Pilot of other aircraft "
"20124","20131022X04614",2013,10,"Environmental issues","Operating environment","Air traffic/operating proc","ATC clearance procedure","Effect on operation "
"20125","20131022X04614",2013,10,"Environmental issues","Operating environment","Air traffic/operating proc","ATC clearance procedure","Effect on operation "
"20126","20131022X04614",2013,10,"Environmental issues","Operating environment","Air traffic/operating proc","ATC clearance procedure","Effect on operation "
"20127","20131022X04614",2013,10,"Personnel issues","Action/decision","Action","Lack of action","Pilot of other aircraft "
"20128","20131022X04614",2013,10,"Environmental issues","Operating environment","Air traffic/operating proc","ATC clearance procedure","Effect on operation "
"20129","20131022X04614",2013,10,"Personnel issues","Action/decision","Action","Lack of action","Pilot "
"20130","20131022X04614",2013,10,"Personnel issues","Action/decision","Action","Lack of action","Pilot "
"20131","20131022X05519",2013,10,"Personnel issues","Action/decision","Action","Incorrect action performance","Other/unknown "
"20132","20131022X14138",2013,10,"Personnel issues","Experience/knowledge","Experience/qualifications","Total experience w/ equipment","Pilot"
"20133","20131022X14138",2013,10,"Personnel issues","Experience/knowledge","Experience/qualifications","Total instrument experience","Pilot"
"20134","20131022X14138",2013,10,"Personnel issues","Action/decision","Info processing/decision","Decision making/judgment","Pilot "
"20135","20131022X14138",2013,10,"Personnel issues","Task performance","Use of equip/info","Aircraft control","Pilot "
"20136","20131022X14138",2013,10,"Environmental issues","Conditions/weather/phenomena","Ceiling/visibility/precip","Rain","Not specified"
"20137","20131022X14138",2013,10,"Aircraft","Aircraft oper/perf/capability","(general)","(general)","Not attained/maintained "
"20138","20131022X22341",2013,10,"Personnel issues","Task performance","Use of equip/info","Aircraft control","Pilot "
"20139","20131022X24004",2013,10,"Aircraft","Aircraft power plant","Engine (turbine/turboprop)","Turbine section","Damaged/degraded "
"20140","20131022X24004",2013,10,"Personnel issues","Task performance","Maintenance","Repair","Maintenance personnel "
"20141","20131022X24106",2013,9,"Personnel issues","Task performance","Use of equip/info","Aircraft control","Pilot "
"20142","20131022X24106",2013,9,"Aircraft","Aircraft oper/perf/capability","Performance/control parameters","Landing flare","Incorrect use/operation "
"20143","20131022X75043",2013,10,"Aircraft","Aircraft oper/perf/capability","Performance/control parameters","Directional control","Not attained/maintained "
"20144","20131022X75043",2013,10,"Aircraft","Aircraft oper/perf/capability","Performance/control parameters","Landing flare","Not attained/maintained "
"20145","20131022X75043",2013,10,"Personnel issues","Task performance","Use of equip/info","Aircraft control","Student pilot "
"20146","20131022X75043",2013,10,"Personnel issues","Experience/knowledge","Training","Total instruct/training recvd","Student pilot"
"20147","20131023X03444",2013,10,"Personnel issues","Action/decision","Action","Lack of action","Pilot "
"20148","20131023X03444",2013,10,"Aircraft","Aircraft systems","Flight control system","Elevator control system","Inadequate inspection "
"20149","20131023X03444",2013,10,"Personnel issues","Task performance","Maintenance","Replacement","Maintenance personnel "
"20150","20131023X03444",2013,10,"Personnel issues","Task performance","Inspection","Post maintenance inspection","Pilot "
"20151","20131023X03444",2013,10,"Aircraft","Aircraft systems","Flight control system","Elevator control system","Incorrect service/maintenance "
"20152","20131023X03444",2013,10,"Personnel issues","Task performance","Inspection","Post maintenance inspection","Maintenance personnel "
"20153","20131023X11515",2013,10,"Aircraft","Aircraft oper/perf/capability","Performance/control parameters","Landing flare","Incorrect use/operation "
"20154","20131023X11515",2013,10,"Aircraft","Aircraft systems","Landing gear system","Main landing gear attach sec","Damaged/degraded"
"20155","20131023X11515",2013,10,"Personnel issues","Action/decision","Action","Incorrect action performance","Pilot "
"20156","20131023X22139",2013,10,"Personnel issues","Task performance","Use of equip/info","Use of policy/procedure","Pilot "
"20157","20131023X22139",2013,10,"Personnel issues","Task performance","Use of equip/info","Aircraft control","Pilot "
"20158","20131023X22139",2013,10,"Aircraft","Aircraft power plant","Engine (reciprocating)","(general)","Failure "
"20159","20131023X24855",2013,10,"Personnel issues","Action/decision","Action","Incorrect action performance","Flight crew "
"20160","20131023X24855",2013,10,"Personnel issues","Action/decision","Info processing/decision","Identification/recognition","Flight crew "
"20161","20131023X24855",2013,10,"Personnel issues","Action/decision","Action","Incorrect action selection","Flight crew "
"20162","20131023X24855",2013,10,"Personnel issues","Task performance","Use of equip/info","Use of equip/system","Flight crew "
"20163","20131023X30531",2013,10,"Aircraft","Aircraft oper/perf/capability","Aircraft capability","Landing distance","Capability exceeded "
"20164","20131023X30531",2013,10,"Personnel issues","Action/decision","Action","Incorrect action performance","Pilot "
"20165","20131023X30531",2013,10,"Personnel issues","Experience/knowledge","Knowledge","Knowledge of geographic area","Pilot "
"20166","20131023X51017",2013,10,"Not determined","Not determined","(general)","(general)","Unknown/Not determined "
"20167","20131024X04424",2013,10,"Aircraft","Aircraft oper/perf/capability","Performance/control parameters","Directional control","Not attained/maintained "
"20168","20131024X04424",2013,10,"Personnel issues","Task performance","Use of equip/info","Aircraft control","Pilot "
"20169","20131024X04424",2013,10,"Environmental issues","Physical environment","Terrain","Rough terrain","Not specified"
"20170","20131024X12145",2013,10,"Environmental issues","Conditions/weather/phenomena","Wind","Crosswind","Effect on operation"
"20171","20131024X12145",2013,10,"Personnel issues","Task performance","Use of equip/info","Aircraft control","Pilot "
"20172","20131024X12145",2013,10,"Environmental issues","Conditions/weather/phenomena","Wind","Gusts","Contributed to outcome"
"20173","20131024X12145",2013,10,"Aircraft","Aircraft oper/perf/capability","Performance/control parameters","Directional control","Not attained/maintained "
"20174","20131024X45243",2013,10,"Aircraft","Aircraft oper/perf/capability","Performance/control parameters","Altitude","Not attained/maintained "
"20175","20131024X45243",2013,10,"Environmental issues","Conditions/weather/phenomena","Wind","Tailwind","Contributed to outcome"
"20176","20131024X45243",2013,10,"Personnel issues","Action/decision","Info processing/decision","Decision making/judgment","Pilot "
"20177","20131024X45243",2013,10,"Environmental issues","Conditions/weather/phenomena","Wind","Tailwind","Decision related to condition "
"20178","20131024X45243",2013,10,"Aircraft","Aircraft oper/perf/capability","Performance/control parameters","Altitude","Capability exceeded"
"20179","20131024X60617",2013,10,"Aircraft","Aircraft systems","Landing gear system","Landing gear brakes system","Failure "
"20180","20131024X60617",2013,10,"Aircraft","Aircraft systems","Landing gear system","Landing gear brakes system","Fatigue/wear/corrosion "
"20181","20131024X65216",2013,10,"Aircraft","Aircraft power plant","Engine (reciprocating)","Recip eng oil sys","Failure "
"20182","20131024X65216",2013,10,"Personnel issues","Task performance","Maintenance","Modification/alteration","Pilot "
"20183","20131024X65945",2013,10,"Personnel issues","Action/decision","Info processing/decision","Decision making/judgment","Pilot "
"20184","20131024X65945",2013,10,"Environmental issues","Conditions/weather/phenomena","Ceiling/visibility/precip","Rain","Not specified"
"20185","20131024X65945",2013,10,"Personnel issues","Task performance","Planning/preparation","Weather planning","Pilot "
"20186","20131024X65945",2013,10,"Personnel issues","Task performance","Use of equip/info","Aircraft control","Pilot "
"20187","20131024X65945",2013,10,"Aircraft","Aircraft oper/perf/capability","Performance/control parameters","Altitude","Not attained/maintained "
"20188","20131024X85621",2013,10,"Aircraft","Aircraft oper/perf/capability","Performance/control parameters","Altitude","Not attained/maintained "
"20189","20131024X85621",2013,10,"Personnel issues","Psychological","Perception/orientation/illusion","Situational awareness","Pilot "
"20190","20131024X85621",2013,10,"Environmental issues","Physical environment","Terrain","Water","Awareness of condition "
"20191","20131024X95155",2013,10,"Aircraft","Aircraft oper/perf/capability","Performance/control parameters","Descent rate","Incorrect use/operation"
"20192","20131024X95155",2013,10,"Personnel issues","Psychological","Perception/orientation/illusion","Spatial disorientation","Pilot "
"20193","20131024X95155",2013,10,"Personnel issues","Action/decision","Info processing/decision","Decision making/judgment","Pilot "
"20194","20131026X11142",2013,10,"Aircraft","Aircraft power plant","Engine fuel and control","Fuel controlling system","Unintentional use/operation"
"20195","20131026X11142",2013,10,"Personnel issues","Task performance","Use of equip/info","Aircraft control","Pilot "
"20196","20131026X11142",2013,10,"Aircraft","Aircraft oper/perf/capability","Performance/control parameters","Directional control","Not attained/maintained "
"20197","20131027X00655",2013,10,"Environmental issues","Physical environment","Object/animal/substance","Fence/fence post","Contributed to outcome"
"20198","20131027X00655",2013,10,"Not determined","Not determined","(general)","(general)","Unknown/Not determined "
"20199","20131028X05039",2013,10,"Aircraft","Aircraft oper/perf/capability","Performance/control parameters","Airspeed","Not attained/maintained "
"20200","20131028X05039",2013,10,"Personnel issues","Action/decision","Action","Lack of action","Pilot "
"20201","20131028X05039",2013,10,"Aircraft","Aircraft oper/perf/capability","Performance/control parameters","Descent/approach/glide path","Not attained/maintained "
"20202","20131028X20651",2013,10,"Not determined","Not determined","(general)","(general)","Unknown/Not determined "
"20203","20131028X32032",2013,10,"Personnel issues","Action/decision","Info processing/decision","Decision making/judgment","Student pilot "
"20204","20131028X55737",2013,10,"Aircraft","Aircraft oper/perf/capability","Performance/control parameters","(general)","Not attained/maintained "
"20205","20131028X55737",2013,10,"Aircraft","Aircraft power plant","Engine exhaust","(general)","Damaged/degraded "
"20206","20131028X55737",2013,10,"Personnel issues","Physical","Impairment/incapacitation","Carbon monoxide","Pilot "
"20207","20131028X72837",2013,10,"Environmental issues","Conditions/weather/phenomena","Wind","Crosswind","Effect on operation"
"20208","20131028X72837",2013,10,"Personnel issues","Task performance","Use of equip/info","Aircraft control","Pilot "
"20209","20131028X75939",2013,10,"Personnel issues","Task performance","Use of equip/info","Aircraft control","Pilot "
"20210","20131028X75939",2013,10,"Aircraft","Aircraft oper/perf/capability","Performance/control parameters","Landing flare","Incorrect use/operation "
"20211","20131028X85148",2013,10,"Personnel issues","Psychological","Attention/monitoring","Task monitoring/vigilance","Pilot "
"20212","20131028X85148",2013,10,"Aircraft","Aircraft oper/perf/capability","Performance/control parameters","(general)","Not attained/maintained "
"20213","20131028X85148",2013,10,"Aircraft","Aircraft systems","Landing gear system","Main landing gear","Malfunction"
"20214","20131028X85148",2013,10,"Personnel issues","Task performance","Use of equip/info","Aircraft control","Pilot "
"20215","20131028X85704",2013,10,"Aircraft","Aircraft systems","Navigation system","Flight environment data","Not serviced/maintained "
"20216","20131028X85704",2013,10,"Personnel issues","Action/decision","Info processing/decision","Decision making/judgment","Pilot "
"20217","20131028X85704",2013,10,"Personnel issues","Task performance","Use of equip/info","Aircraft control","Pilot "
"20218","20131028X85704",2013,10,"Aircraft","Aircraft oper/perf/capability","Performance/control parameters","Airspeed","Not attained/maintained "
"20219","20131028X93227",2013,10,"Environmental issues","Physical environment","Object/animal/substance","Animal(s)/bird(s)","Contributed to outcome "
"20220","20131029X13001",2013,10,"Personnel issues","Miscellaneous","Intentional act","Stolen/unauthorized","Pilot"
"20221","20131029X13001",2013,10,"Environmental issues","Conditions/weather/phenomena","Ceiling/visibility/precip","Low ceiling","Effect on operation "
"20222","20131029X13001",2013,10,"Personnel issues","Experience/knowledge","Experience/qualifications","Qualification/certification","Pilot "
"20223","20131029X13001",2013,10,"Personnel issues","Physical","Impairment/incapacitation","Alcohol","Pilot "
"20224","20131029X13001",2013,10,"Personnel issues","Action/decision","Info processing/decision","Decision making/judgment","Pilot "
"20225","20131029X13001",2013,10,"Personnel issues","Psychological","Mental/emotional state","(general)","Pilot "
"20226","20131029X35635",2013,10,"Personnel issues","Task performance","Use of equip/info","Use of equip/system","Instructor/check pilot "
"20227","20131029X35635",2013,10,"Aircraft","Aircraft systems","Landing gear system","Landing gear selector","Unintentional use/operation "
"20228","20131029X42326",2013,10,"Personnel issues","Task performance","Use of equip/info","Aircraft control","Pilot "
"20229","20131029X42326",2013,10,"Personnel issues","Action/decision","Info processing/decision","Identification/recognition","Pilot"
"20230","20131029X42326",2013,10,"Environmental issues","Physical environment","Runway/land/takeoff/taxi surface","Snow/slush/ice covered","Decision related to condition "
"20231","20131029X54558",2013,10,"Personnel issues","Task performance","Use of equip/info","Aircraft control","Pilot "
"20232","20131029X54558",2013,10,"Aircraft","Aircraft oper/perf/capability","Performance/control parameters","(general)","Not attained/maintained "
"20233","20131029X91829",2013,10,"Personnel issues","Task performance","Use of equip/info","Aircraft control","Pilot "
"20234","20131029X91829",2013,10,"Aircraft","Fluids/misc hardware","Fluids","Fuel","Fluid management "
"20235","20131029X91829",2013,10,"Personnel issues","Action/decision","Info processing/decision","Decision making/judgment","Pilot "
"20236","20131029X91829",2013,10,"Aircraft","Aircraft power plant","Engine (reciprocating)","(general)","Failure "
"20237","20131030X04941",2013,10,"Aircraft","Aircraft oper/perf/capability","Performance/control parameters","(general)","Attain/maintain not possible "
"20238","20131030X04941",2013,10,"Personnel issues","Action/decision","Info processing/decision","Decision making/judgment","Pilot "
"20239","20131030X04941",2013,10,"Environmental issues","Conditions/weather/phenomena","Temp/humidity/pressure","Conducive to structural icing","Response/compensation "
"20240","20131030X11216",2013,10,"Aircraft","Aircraft power plant","Engine (reciprocating)","Recip engine power section","Fatigue/wear/corrosion "
"20241","20131030X11216",2013,10,"Aircraft","Aircraft power plant","Engine (reciprocating)","Recip engine power section","Incorrect service/maintenance"
"20242","20131030X11216",2013,10,"Aircraft","Aircraft power plant","Engine (reciprocating)","Recip engine power section","Failure "
"20243","20131030X13855",2013,10,"Aircraft","Aircraft power plant","Engine (reciprocating)","Recip eng cyl section","Failure "
"20244","20131030X13855",2013,10,"Aircraft","Aircraft power plant","Engine (reciprocating)","Recip eng oil sys","Malfunction "
"20245","20131030X41232",2013,10,"Personnel issues","Action/decision","Action","Delayed action","Pilot "
"20246","20131030X41232",2013,10,"Aircraft","Aircraft oper/perf/capability","Performance/control parameters","Directional control","Not attained/maintained "
"20247","20131030X54733",2013,10,"Environmental issues","Physical environment","Object/animal/substance","Animal(s)/bird(s)","Effect on equipment "
"20248","20131031X73518",2013,10,"Aircraft","Aircraft oper/perf/capability","Performance/control parameters","Surface speed/braking","Incorrect use/operation "
"20249","20131031X73518",2013,10,"Personnel issues","Task performance","Use of equip/info","Aircraft control","Pilot "
"20250","20131031X73518",2013,10,"Aircraft","Aircraft oper/perf/capability","Performance/control parameters","Directional control","Not attained/maintained "
"20251","20131101X04142",2013,11,"Personnel issues","Action/decision","Info processing/decision","Decision making/judgment","Pilot "
"20252","20131101X04142",2013,11,"Aircraft","Fluids/misc hardware","Fluids","Fuel","Not inspected "
"20253","20131101X04142",2013,11,"Personnel issues","Task performance","Planning/preparation","Fuel planning","Pilot "
"20254","20131101X04142",2013,11,"Personnel issues","Action/decision","Info processing/decision","Expectation/assumption","Pilot "
"20255","20131101X04142",2013,11,"Aircraft","Fluids/misc hardware","Fluids","Fuel","Fluid management "
"20256","20131101X13814",2013,10,"Aircraft","Aircraft systems","Fuel system","Fuel pumps","Malfunction "
"20257","20131101X50450",2013,9,"Aircraft","Aircraft oper/perf/capability","Performance/control parameters","Directional control","Not attained/maintained "
"20258","20131101X50450",2013,9,"Personnel issues","Task performance","Use of equip/info","Aircraft control","Pilot "
"20259","20131101X95036",2013,11,"Not determined","Not determined","(general)","(general)","Unknown/Not determined "
"20260","20131102X05355",2013,11,"Aircraft","Aircraft oper/perf/capability","Performance/control parameters","Landing flare","Incorrect use/operation "
"20261","20131102X05355",2013,11,"Personnel issues","Task performance","Use of equip/info","Aircraft control","Pilot "
"20262","20131102X10710",2013,11,"Aircraft","Aircraft systems","Landing gear system","Master cylinder/brake valve","Failure "
"20263","20131104X02628",2013,11,"Personnel issues","Task performance","Use of equip/info","Aircraft control","Pilot "
"20264","20131104X02628",2013,11,"Environmental issues","Conditions/weather/phenomena","Wind","Crosswind","Response/compensation "
"20265","20131104X20938",2013,11,"Personnel issues","Task performance","Planning/preparation","Fuel planning","Pilot "
"20266","20131104X20938",2013,11,"Aircraft","Fluids/misc hardware","Fluids","Fuel","Fluid level "
"20267","20131104X21857",2013,11,"Environmental issues","Conditions/weather/phenomena","Wind","Tailwind","Effect on operation"
"20268","20131104X21857",2013,11,"Personnel issues","Task performance","Use of equip/info","Aircraft control","Pilot "
"20269","20131104X21857",2013,11,"Aircraft","Aircraft oper/perf/capability","Performance/control parameters","Surface speed/braking","Not attained/maintained "
"20270","20131104X42426",2013,9,"Aircraft","Aircraft oper/perf/capability","Performance/control parameters","Airspeed","Not attained/maintained "
"20271","20131104X42426",2013,9,"Aircraft","Aircraft systems","Electrical power system","Electrical pwr sys wiring","Failure "
"20272","20131104X42426",2013,9,"Personnel issues","Task performance","Use of equip/info","Aircraft control","Pilot "
"20273","20131104X42426",2013,9,"Environmental issues","Task environment","Physical workspace","Air quality/dust/smoke","Contributed to outcome "
"20274","20131104X63424",2013,11,"Not determined","Not determined","(general)","(general)","Unknown/Not determined "
"20275","20131104X94753",2013,11,"Organizational issues","Support/oversight/monitoring","Training","Upgrade training","FAA/Regulator "
"20276","20131104X94753",2013,11,"Organizational issues","Support/oversight/monitoring","Training","Upgrade training","FAA/Regulator "
"20277","20131104X94753",2013,11,"Personnel issues","Experience/knowledge","Training","Type/qual of instruct/training","Pilot "
"20278","20131104X94753",2013,11,"Personnel issues","Experience/knowledge","Training","Type/qual of instruct/training","Pilot of other aircraft "
"20279","20131104X94753",2013,11,"Personnel issues","Action/decision","Action","Incorrect action performance","Pilot of other aircraft "
"20280","20131104X94753",2013,11,"Personnel issues","Experience/knowledge","Training","Type/qual of instruct/training","Pilot "
"20281","20131104X94753",2013,11,"Personnel issues","Action/decision","Action","Incorrect action performance","Pilot "
"20282","20131104X94753",2013,11,"Personnel issues","Action/decision","Action","Incorrect action performance","Pilot "
"20283","20131104X94753",2013,11,"Personnel issues","Experience/knowledge","Training","Type/qual of instruct/training","Pilot of other aircraft "
"20284","20131104X94753",2013,11,"Organizational issues","Support/oversight/monitoring","Training","Upgrade training","FAA/Regulator "
"20285","20131104X94753",2013,11,"Personnel issues","Action/decision","Action","Incorrect action performance","Pilot of other aircraft "
"20286","20131104X94753",2013,11,"Personnel issues","Experience/knowledge","Training","Type/qual of instruct/training","Pilot of other aircraft "
"20287","20131104X94753",2013,11,"Personnel issues","Experience/knowledge","Training","Type/qual of instruct/training","Pilot of other aircraft "
"20288","20131104X94753",2013,11,"Personnel issues","Experience/knowledge","Training","Type/qual of instruct/training","Pilot "
"20289","20131104X94753",2013,11,"Personnel issues","Experience/knowledge","Training","Type/qual of instruct/training","Pilot "
"20290","20131104X94753",2013,11,"Organizational issues","Support/oversight/monitoring","Training","Upgrade training","FAA/Regulator "
"20291","20131105X11632",2013,11,"Personnel issues","Task performance","Use of equip/info","Aircraft control","Pilot "
"20292","20131105X40949",2013,10,"Personnel issues","Task performance","Use of equip/info","Aircraft control","Pilot "
"20293","20131105X95451",2013,10,"Environmental issues","Operating environment","Airport facilities/design","Runway/landing area length","Accuracy of related info"
"20294","20131105X95451",2013,10,"Aircraft","Aircraft oper/perf/capability","Performance/control parameters","Descent/approach/glide path","Incorrect use/operation "
"20295","20131105X95451",2013,10,"Aircraft","Aircraft oper/perf/capability","Aircraft capability","Landing distance","Capability exceeded "
