"","ev_id","ev_year","ev_month","prim_rsn","sec_rsn","sub1_rsn","sub2_rsn","sub3_rsn"
"1","20080109X00036",2008,1,"Environmental issues","Conditions/weather/phenomena","Wind","Crosswind","Not specified "
"2","20080109X00036",2008,1,"Aircraft","Aircraft oper/perf/capability","Performance/control parameters","Directional control","Not attained/maintained "
"3","20080116X00063",2008,1,"Aircraft","Aircraft oper/perf/capability","Performance/control parameters","Airspeed","Not attained/maintained "
"4","20080116X00063",2008,1,"Aircraft","Aircraft structures","Doors","Cargo/baggage doors","Incorrect service/maintenance "
"5","20080116X00063",2008,1,"Personnel issues","Task performance","Maintenance","Repair","Maintenance personnel "
"6","20080116X00063",2008,1,"Organizational issues","Support/oversight/monitoring","Training","Emergency proc training","Manufacturer "
"7","20080116X00063",2008,1,"Organizational issues","Management","Policy/procedure","Availability of policy/proc","Manufacturer "
"8","20080117X00067",2008,1,"Aircraft","Aircraft oper/perf/capability","Performance/control parameters","Altitude","Not attained/maintained "
"9","20080117X00067",2008,1,"Personnel issues","Psychological","Perception/orientation/illusio","Spatial disorientation","Pilot "
"10","20080117X00067",2008,1,"Environmental issues","Conditions/weather/phenomena","Light condition","Dark","Effect on personnel "
"11","20080117X00067",2008,1,"Environmental issues","Task environment","Pressures/demands","Equipment/operational","Effect on personnel "
"12","20080118X00073",2008,1,"Personnel issues","Task performance","Communication (personnel)","Lack of communication","ATC personnel "
"13","20080118X00073",2008,1,"Organizational issues","Management","Policy/procedure","Adequacy of policy/proc","Not specified "
"14","20080118X00073",2008,1,"Organizational issues","Management","Policy/procedure","Adequacy of policy/proc","Not specified "
"15","20080118X00073",2008,1,"Environmental issues","Physical environment","Object/animal/substance","Aircraft","Awareness of condition "
"16","20080118X00073",2008,1,"Personnel issues","Task performance","Communication (personnel)","Lack of communication","ATC personnel "
"17","20080118X00073",2008,1,"Organizational issues","Management","Policy/procedure","Adequacy of policy/proc","Not specified "
"18","20080118X00073",2008,1,"Personnel issues","Action/decision","Info processing/decision","Identification/recognition","Maintenance personnel "
"19","20080118X00073",2008,1,"Personnel issues","Action/decision","Action","Incomplete action","Ground crew "
"20","20080118X00073",2008,1,"Environmental issues","Conditions/weather/phenomena","Light condition","Dark","Not specified "
"21","20080118X00073",2008,1,"Personnel issues","Task performance","Communication (personnel)","Lack of communication","ATC personnel "
"22","20080118X00073",2008,1,"Personnel issues","Action/decision","Info processing/decision","Identification/recognition","Maintenance personnel "
"23","20080118X00073",2008,1,"Environmental issues","Physical environment","Object/animal/substance","Aircraft","Awareness of condition "
"24","20080118X00073",2008,1,"Personnel issues","Action/decision","Info processing/decision","Identification/recognition","Maintenance personnel "
"25","20080118X00073",2008,1,"Personnel issues","Action/decision","Action","Incomplete action","Ground crew "
"26","20080118X00073",2008,1,"Environmental issues","Conditions/weather/phenomena","Light condition","Dark","Not specified "
"27","20080118X00073",2008,1,"Personnel issues","Action/decision","Action","Incomplete action","Ground crew "
"28","20080118X00073",2008,1,"Environmental issues","Physical environment","Object/animal/substance","Aircraft","Awareness of condition "
"29","20080118X00073",2008,1,"Personnel issues","Action/decision","Info processing/decision","Identification/recognition","Maintenance personnel "
"30","20080118X00073",2008,1,"Organizational issues","Management","Policy/procedure","Adequacy of policy/proc","Not specified "
"31","20080118X00073",2008,1,"Personnel issues","Task performance","Communication (personnel)","Lack of communication","ATC personnel "
"32","20080118X00073",2008,1,"Personnel issues","Action/decision","Action","Incomplete action","Ground crew "
"33","20080118X00073",2008,1,"Environmental issues","Conditions/weather/phenomena","Light condition","Dark","Not specified "
"34","20080118X00073",2008,1,"Environmental issues","Physical environment","Object/animal/substance","Aircraft","Awareness of condition "
"35","20080118X00073",2008,1,"Environmental issues","Conditions/weather/phenomena","Light condition","Dark","Not specified "
"36","20080122X00085",2008,1,"Aircraft","Aircraft oper/perf/capability","Performance/control parameters","Pitch control","Not attained/maintained "
"37","20080122X00085",2008,1,"Personnel issues","Psychological","Perception/orientation/illusio","Visual illusion/disorientation","Pilot "
"38","20080122X00085",2008,1,"Personnel issues","Physical","Health/Fitness","Use of medication/drugs","Pilot "
"39","20080122X00085",2008,1,"Environmental issues","Conditions/weather/phenomena","Light condition","Dark","Effect on personnel "
"40","20080123X00090",2008,1,"Personnel issues","Task performance","Use of equip/info","Aircraft control","Pilot "
"41","20080123X00090",2008,1,"Aircraft","Aircraft oper/perf/capability","Aircraft capability","Maximum weight","Capability exceeded "
"42","20080123X00090",2008,1,"Aircraft","Aircraft oper/perf/capability","Performance/control parameters","Airspeed","Not attained/maintained "
"43","20080123X00096",2008,1,"Not determined","Not determined","(general)","(general)","Unknown/Not determined "
"44","20080123X00096",2008,1,"Aircraft","Aircraft oper/perf/capability","Performance/control parameters","Lateral/bank control","Not attained/maintained "
"45","20080123X00098",2008,1,"Personnel issues","Physical","Impairment/incapacitation","Illness/injury","Pilot "
"46","20080123X00098",2008,1,"Personnel issues","Physical","Impairment/incapacitation","Alcohol","Pilot "
"47","20080123X00098",2008,1,"Organizational issues","Support/oversight/monitoring","Oversight","Oversight of personnel","FAA/Regulator "
"48","20080123X00098",2008,1,"Aircraft","Aircraft oper/perf/capability","Performance/control parameters","(general)","Not attained/maintained "
"49","20080123X00098",2008,1,"Aircraft","Aircraft structures","(general)","(general)","Failure "
"50","20080128X00111",2008,1,"Aircraft","Aircraft oper/perf/capability","Performance/control parameters","(general)","Not attained/maintained "
"51","20080128X00111",2008,1,"Personnel issues","Action/decision","Action","Incorrect action performance","Pilot "
"52","20080128X00111",2008,1,"Personnel issues","Physical","Impairment/incapacitation","OTC medication","Pilot "
"53","20080129X00119",2008,1,"Personnel issues","Psychological","Perception/orientation/illusio","Spatial disorientation","Pilot "
"54","20080129X00119",2008,1,"Aircraft","Aircraft structures","(general)","(general)","Capability exceeded "
"55","20080129X00119",2008,1,"Aircraft","Aircraft systems","Vacuum system","Vacuum indicating system","Malfunction "
"56","20080129X00119",2008,1,"Environmental issues","Conditions/weather/phenomena","Ceiling/visibility/precip","Below VFR minima","Not specified "
"57","20080129X00119",2008,1,"Aircraft","Aircraft oper/perf/capability","Performance/control parameters","(general)","Not attained/maintained "
"58","20080129X00119",2008,1,"Environmental issues","Conditions/weather/phenomena","Light condition","Dark","Not specified "
"59","20080130X00124",2008,1,"Personnel issues","Action/decision","Action","Lack of action","Pilot "
"60","20080130X00124",2008,1,"Personnel issues","Action/decision","Action","Lack of action","Pilot "
"61","20080130X00124",2008,1,"Personnel issues","Psychological","Attention/monitoring","Monitoring other aircraft","Pilot "
"62","20080130X00124",2008,1,"Personnel issues","Action/decision","Action","Lack of action","Pilot "
"63","20080130X00124",2008,1,"Personnel issues","Psychological","Attention/monitoring","Monitoring other aircraft","Pilot "
"64","20080130X00124",2008,1,"Personnel issues","Action/decision","Action","Lack of action","Pilot "
"65","20080130X00124",2008,1,"Personnel issues","Psychological","Attention/monitoring","Monitoring other aircraft","Pilot "
"66","20080130X00124",2008,1,"Personnel issues","Psychological","Attention/monitoring","Monitoring other aircraft","Pilot "
"67","20080205X00136",2008,1,"Aircraft","Aircraft systems","Fuel system","(general)","Malfunction "
"68","20080205X00136",2008,1,"Environmental issues","Physical environment","Terrain","Rough terrain","Contributed to outcome "
"69","20080206X00142",2008,2,"Personnel issues","Task performance","Use of equip/info","Aircraft control","Pilot "
"70","20080206X00142",2008,2,"Aircraft","Aircraft oper/perf/capability","Performance/control parameters","(general)","Not attained/maintained "
"71","20080207X00148",2008,1,"Personnel issues","Task performance","Use of equip/info","Aircraft control","Pilot "
"72","20080207X00148",2008,1,"Aircraft","Aircraft oper/perf/capability","Performance/control parameters","(general)","Not attained/maintained "
"73","20080207X00150",2008,2,"Aircraft","Aircraft oper/perf/capability","Performance/control parameters","(general)","Not attained/maintained "
"74","20080207X00150",2008,2,"Personnel issues","Action/decision","Info processing/decision","Decision making/judgment","Pilot "
"75","20080208X00159",2008,1,"Not determined","Not determined","(general)","(general)","Unknown/Not determined "
"76","20080210X00161",2008,1,"Environmental issues","Physical environment","Terrain","(general)","Contributed to outcome "
"77","20080210X00161",2008,1,"Aircraft","Aircraft power plant","Engine (reciprocating)","Recip eng cyl section","Incorrect service/maintenance "
"78","20080210X00161",2008,1,"Personnel issues","Task performance","Maintenance","(general)","Maintenance personnel "
"79","20080210X00161",2008,1,"Aircraft","Aircraft power plant","Engine (reciprocating)","Recip eng cyl section","Fatigue/wear/corrosion "
"80","20080211X00167",2008,2,"Not determined","Not determined","(general)","(general)","Unknown/Not determined "
"81","20080211X00167",2008,2,"Environmental issues","Physical environment","Object/animal/substance","Wire","Contributed to outcome "
"82","20080211X00167",2008,2,"Aircraft","Aircraft power plant","Power plant","(general)","Not specified "
"83","20080211X00169",2008,2,"Personnel issues","Task performance","Use of equip/info","Use of policy/procedure","Pilot "
"84","20080211X00169",2008,2,"Environmental issues","Conditions/weather/phenomena","Ceiling/visibility/precip","Low visibility","Decision related to condition "
"85","20080211X00169",2008,2,"Personnel issues","Task performance","Use of equip/info","Aircraft control","Pilot "
"86","20080211X00169",2008,2,"Aircraft","Aircraft oper/perf/capability","Performance/control parameters","(general)","Not attained/maintained "
"87","20080211X00169",2008,2,"Environmental issues","Conditions/weather/phenomena","Ceiling/visibility/precip","Drizzle/mist","Decision related to condition "
"88","20080211X00169",2008,2,"Environmental issues","Conditions/weather/phenomena","Ceiling/visibility/precip","Low ceiling","Decision related to condition "
"89","20080211X00169",2008,2,"Personnel issues","Physical","Health/Fitness","Use of medication/drugs","Pilot "
"90","20080211X00169",2008,2,"Personnel issues","Action/decision","Info processing/decision","Decision making/judgment","Pilot "
"91","20080211X00171",2008,2,"Aircraft","Aircraft oper/perf/capability","Performance/control parameters","Altitude","Not attained/maintained "
"92","20080211X00171",2008,2,"Environmental issues","Conditions/weather/phenomena","Wind","Gusts","Effect on operation "
"93","20080211X00171",2008,2,"Environmental issues","Conditions/weather/phenomena","Ceiling/visibility/precip","Low ceiling","Effect on operation "
"94","20080211X00171",2008,2,"Environmental issues","Physical environment","Terrain","Mountainous/hilly terrain","Not specified "
"95","20080211X00172",2008,2,"Personnel issues","Psychological","Perception/orientation/illusio","Spatial disorientation","Pilot "
"96","20080211X00172",2008,2,"Personnel issues","Action/decision","Action","Incorrect action performance","Pilot "
"97","20080211X00174",2008,2,"Aircraft","Aircraft power plant","Engine (reciprocating)","Recip eng cyl section","Damaged/degraded "
"98","20080211X00174",2008,2,"Personnel issues","Task performance","Maintenance","Repair","Maintenance personnel "
"99","20080213X00180",2008,1,"Not determined","Not determined","(general)","(general)","Unknown/Not determined "
"100","20080214X00195",2008,1,"Aircraft","Aircraft oper/perf/capability","Performance/control parameters","Directional control","Not attained/maintained "
"101","20080214X00195",2008,1,"Environmental issues","Conditions/weather/phenomena","Wind","Crosswind","Not specified "
"102","20080214X00195",2008,1,"Environmental issues","Physical environment","Object/animal/substance","Tree(s)","Contributed to outcome "
"103","20080214X00195",2008,1,"Personnel issues","Action/decision","Action","Incomplete action","Pilot "
"104","20080214X00195",2008,1,"Aircraft","Aircraft oper/perf/capability","Performance/control parameters","Landing flare","Incorrect use/operation "
"105","20080219X00209",2008,2,"Environmental issues","Conditions/weather/phenomena","Ceiling/visibility/precip","Below VFR minima","Decision related to condition "
"106","20080219X00209",2008,2,"Environmental issues","Physical environment","Terrain","Mountainous/hilly terrain","Not specified "
"107","20080219X00209",2008,2,"Personnel issues","Action/decision","Info processing/decision","Decision making/judgment","Pilot "
"108","20080219X00209",2008,2,"Environmental issues","Conditions/weather/phenomena","Ceiling/visibility/precip","Clouds","Not specified "
"109","20080219X00209",2008,2,"Environmental issues","Physical environment","Terrain","Mountainous/hilly terrain","Response/compensation "
"110","20080220X00215",2008,2,"Aircraft","Aircraft oper/perf/capability","Performance/control parameters","Pitch control","Attain/maintain not possible "
"111","20080220X00215",2008,2,"Aircraft","Aircraft handling/service","Maintenance/inspections","(general)","Inadequate inspection "
"112","20080220X00215",2008,2,"Aircraft","Aircraft systems","Flight control system","Stabilizer control system","Failure "
"113","20080220X00218",2008,1,"Personnel issues","Task performance","Use of equip/info","Aircraft control","Pilot "
"114","20080220X00218",2008,1,"Aircraft","Aircraft oper/perf/capability","Performance/control parameters","Airspeed","Incorrect use/operation "
"115","20080220X00218",2008,1,"Aircraft","Aircraft systems","Landing gear system","Main landing gear","Damaged/degraded "
"116","20080220X00218",2008,1,"Environmental issues","Conditions/weather/phenomena","Turbulence","Terrain induced turbulence","Not specified "
"117","20080220X00218",2008,1,"Environmental issues","Physical environment","Terrain","Snowy/icy","Not specified "
"118","20080221X00223",2008,2,"Aircraft","Aircraft systems","Fuel system","Fuel pumps","Incorrect service/maintenance "
"119","20080221X00223",2008,2,"Aircraft","Aircraft power plant","Engine fuel and control","Fuel pump","Failure "
"120","20080221X00223",2008,2,"Aircraft","Aircraft systems","Fuel system","Fuel pumps","Fatigue/wear/corrosion "
"121","20080222X00228",2008,2,"Environmental issues","Conditions/weather/phenomena","Ceiling/visibility/precip","Fog","Effect on operation "
"122","20080222X00228",2008,2,"Environmental issues","Conditions/weather/phenomena","Ceiling/visibility/precip","Low visibility","Effect on operation "
"123","20080222X00228",2008,2,"Personnel issues","Action/decision","Action","Incorrect action sequence","Pilot "
"124","20080222X00232",2008,2,"Personnel issues","Task performance","Planning/preparation","Weather planning","Pilot "
"125","20080222X00232",2008,2,"Environmental issues","Conditions/weather/phenomena","Ceiling/visibility/precip","Below VFR minima","Decision related to condition "
"126","20080222X00232",2008,2,"Environmental issues","Physical environment","Object/animal/substance","Tower/antenna (incl guy wires)","Contributed to outcome "
"127","20080222X00232",2008,2,"Aircraft","Aircraft oper/perf/capability","Aircraft capability","Instrument flight capability","Incorrect use/operation "
"128","20080222X00232",2008,2,"Personnel issues","Task performance","Use of equip/info","Aircraft control","Pilot "
"129","20080227X00237",2008,2,"Not determined","Not determined","(general)","(general)","Unknown/Not determined "
"130","20080227X00238",2008,2,"Environmental issues","Conditions/weather/phenomena","Temp/humidity/pressure","Conducive to structural icing","Decision related to condition "
"131","20080227X00238",2008,2,"Environmental issues","Conditions/weather/phenomena","Temp/humidity/pressure","Conducive to structural icing","Effect on equipment "
"132","20080227X00238",2008,2,"Personnel issues","Action/decision","Info processing/decision","Decision making/judgment","Pilot "
"133","20080228X00245",2008,2,"Environmental issues","Conditions/weather/phenomena","Ceiling/visibility/precip","Below approach minima","Decision related to condition "
"134","20080228X00245",2008,2,"Environmental issues","Operating environment","Approach aid coverage/avail","Approach lighting","Effect on operation "
"135","20080228X00245",2008,2,"Environmental issues","Physical environment","Runway/land/takeoff/taxi surfa","Snow/slush/ice covered","Contributed to outcome "
"136","20080228X00245",2008,2,"Personnel issues","Action/decision","Action","Incorrect action selection","Flight crew "
"137","20080228X00246",2008,2,"Aircraft","Aircraft systems","Landing gear system","Gear position and warning","Failure"
"138","20080228X00246",2008,2,"Not determined","Not determined","(general)","(general)","Unknown/Not determined "
"139","20080229X00247",2008,2,"Personnel issues","Task performance","Maintenance","(general)","Other/unknown "
"140","20080229X00247",2008,2,"Aircraft","Aircraft power plant","Ignition system","(general)","Not serviced/maintained "
"141","20080229X00247",2008,2,"Aircraft","Aircraft power plant","Ignition system","(general)","Damaged/degraded "
"142","20080229X00247",2008,2,"Aircraft","Aircraft power plant","Ignition system","(general)","Failure "
"143","20080229X00253",2008,2,"Environmental issues","Physical environment","Terrain","Rough terrain","Contributed to outcome "
"144","20080229X00253",2008,2,"Aircraft","Aircraft systems","Electrical power system","DC power distribution system","Malfunction "
"145","20080229X00253",2008,2,"Aircraft","Aircraft systems","Electrical power system","Electrical pwr sys wiring","Design "
"146","20080229X00253",2008,2,"Personnel issues","Task performance","Maintenance","Installation","Owner/builder "
"147","20080304X00257",2008,2,"Aircraft","Aircraft systems","Landing gear system","Gear position and warning","Malfunction "
"148","20080305X00265",2008,3,"Personnel issues","Action/decision","Info processing/decision","Decision making/judgment","Pilot of other aircraft "
"149","20080305X00265",2008,3,"Personnel issues","Action/decision","Info processing/decision","Decision making/judgment","Pilot of other aircraft "
"150","20080305X00265",2008,3,"Personnel issues","Action/decision","Info processing/decision","Decision making/judgment","Pilot "
"151","20080305X00265",2008,3,"Personnel issues","Action/decision","Info processing/decision","Decision making/judgment","Pilot "
"152","20080305X00266",2008,2,"Aircraft","Aircraft oper/perf/capability","Performance/control parameters","Landing flare","Incorrect use/operation "
"153","20080305X00266",2008,2,"Personnel issues","Task performance","Use of equip/info","Aircraft control","Student pilot "
"154","20080305X00271",2008,2,"Aircraft","Aircraft oper/perf/capability","Performance/control parameters","Airspeed","Not attained/maintained "
"155","20080305X00271",2008,2,"Personnel issues","Task performance","Use of equip/info","Aircraft control","Pilot "
"156","20080305X00272",2008,3,"Not determined","Not determined","(general)","(general)","Unknown/Not determined "
"157","20080305X00272",2008,3,"Environmental issues","Physical environment","Terrain","Snowy/icy","Contributed to outcome "
"158","20080305X00272",2008,3,"Aircraft","Aircraft power plant","Power plant","(general)","Not specified "
"159","20080306X00274",2008,2,"Environmental issues","Conditions/weather/phenomena","Wind","Crosswind","Not specified "
"160","20080306X00274",2008,2,"Aircraft","Aircraft oper/perf/capability","Performance/control parameters","Directional control","Not attained/maintained "
"161","20080306X00274",2008,2,"Personnel issues","Task performance","Maintenance","Modification/alteration","Pilot"
"162","20080306X00274",2008,2,"Environmental issues","Conditions/weather/phenomena","Wind","Gusts","Not specified "
"163","20080306X00281",2008,2,"Aircraft","Aircraft oper/perf/capability","Performance/control parameters","Airspeed","Not attained/maintained "
"164","20080306X00281",2008,2,"Personnel issues","Task performance","Use of equip/info","Aircraft control","Pilot "
"165","20080310X00289",2008,2,"Aircraft","Aircraft oper/perf/capability","Performance/control parameters","Crosswind correction","Not attained/maintained "
"166","20080310X00289",2008,2,"Personnel issues","Experience/knowledge","Experience/qualifications","Total experience w/ equipment","Pilot "
"167","20080310X00289",2008,2,"Environmental issues","Conditions/weather/phenomena","Wind","Gusts","Not specified "
"168","20080310X00289",2008,2,"Aircraft","Aircraft oper/perf/capability","Performance/control parameters","Directional control","Not attained/maintained "
"169","20080310X00292",2008,2,"Environmental issues","Physical environment","Runway/land/takeoff/taxi surfa","Snow/slush/ice covered","Ability to respond/compensate "
"170","20080310X00292",2008,2,"Personnel issues","Experience/knowledge","Knowledge","Knowledge of meteorologic cond","Airport personnel "
"171","20080310X00292",2008,2,"Environmental issues","Physical environment","Runway/land/takeoff/taxi surfa","Snow/slush/ice covered","Awareness of condition "
"172","20080311X00294",2008,3,"Aircraft","Aircraft oper/perf/capability","Performance/control parameters","Altitude","Not attained/maintained "
"173","20080311X00294",2008,3,"Environmental issues","Physical environment","Object/animal/substance","Wire","Not specified "
"174","20080311X00297",2008,3,"Personnel issues","Task performance","Use of equip/info","Aircraft control","Pilot "
"175","20080311X00297",2008,3,"Aircraft","Aircraft oper/perf/capability","Performance/control parameters","(general)","Not attained/maintained "
"176","20080311X00297",2008,3,"Environmental issues","Physical environment","Object/animal/substance","Animal(s)/bird(s)","Effect on operation "
"177","20080313X00312",2008,2,"Personnel issues","Task performance","Use of equip/info","Aircraft control","Pilot "
"178","20080313X00312",2008,2,"Environmental issues","Physical environment","Terrain","Snowy/icy","Not specified"
"179","20080313X00312",2008,2,"Aircraft","Aircraft oper/perf/capability","Performance/control parameters","Directional control","Not attained/maintained "
"180","20080317X00317",2008,1,"Aircraft","Aircraft oper/perf/capability","Performance/control parameters","Airspeed","Not attained/maintained "
"181","20080317X00317",2008,1,"Personnel issues","Task performance","Use of equip/info","Aircraft control","Pilot "
"182","20080317X00320",2008,3,"Aircraft","Aircraft power plant","Power plant","Air intake","Malfunction "
"183","20080319X00332",2008,3,"Environmental issues","Conditions/weather/phenomena","Light condition","Dark","Effect on operation "
"184","20080319X00332",2008,3,"Personnel issues","Action/decision","Action","Lack of action","Pilot "
"185","20080319X00332",2008,3,"Environmental issues","Physical environment","Terrain","Mountainous/hilly terrain","Response/compensation "
"186","20080319X00332",2008,3,"Environmental issues","Conditions/weather/phenomena","Ceiling/visibility/precip","Low ceiling","Effect on operation "
"187","20080319X00332",2008,3,"Environmental issues","Conditions/weather/phenomena","Ceiling/visibility/precip","Low visibility","Effect on operation "
"188","20080319X00332",2008,3,"Aircraft","Aircraft oper/perf/capability","Performance/control parameters","Heading/course","Not attained/maintained "
"189","20080319X00336",2008,2,"Environmental issues","Conditions/weather/phenomena","Ceiling/visibility/precip","Clouds","Not specified "
"190","20080319X00336",2008,2,"Aircraft","Aircraft oper/perf/capability","Performance/control parameters","Descent/approach/glide path","Not attained/maintained "
"191","20080319X00336",2008,2,"Environmental issues","Conditions/weather/phenomena","Light condition","(general)","Not specified "
"192","20080319X00336",2008,2,"Environmental issues","Physical environment","Terrain","Mountainous/hilly terrain","Not specified "
"193","20080320X00341",2008,3,"Personnel issues","Task performance","Use of equip/info","Use of checklist","Pilot "
"194","20080320X00341",2008,3,"Aircraft","Aircraft systems","Auto flight system","Autopilot trim servo","Incorrect use/operation "
"195","20080320X00346",2008,3,"Not determined","Not determined","(general)","(general)","Unknown/Not determined "
"196","20080321X00348",2008,3,"Personnel issues","Action/decision","Info processing/decision","Decision making/judgment","Pilot "
"197","20080321X00348",2008,3,"Environmental issues","Conditions/weather/phenomena","Temp/humidity/pressure","Conducive to structural icing","Effect on equipment "
"198","20080321X00348",2008,3,"Environmental issues","Conditions/weather/phenomena","Temp/humidity/pressure","Conducive to structural icing","Decision related to condition "
"199","20080321X00348",2008,3,"Aircraft","Aircraft oper/perf/capability","Performance/control parameters","(general)","Attain/maintain not possible "
"200","20080321X00349",2008,3,"Aircraft","Aircraft oper/perf/capability","Performance/control parameters","Airspeed","Not attained/maintained "
"201","20080321X00349",2008,3,"Aircraft","Aircraft systems","Navigation system","Stall warning system","Failure "
"202","20080321X00349",2008,3,"Aircraft","Aircraft oper/perf/capability","Aircraft capability","Maximum weight","Capability exceeded "
"203","20080321X00352",2008,3,"Aircraft","Fluids/misc hardware","Misc hardware","Hoses and tubes","Not specified "
"204","20080321X00352",2008,3,"Aircraft","Aircraft systems","Fuel system","Fuel transfer valve","Malfunction "
"205","20080321X00364",2008,2,"Personnel issues","Action/decision","Info processing/decision","Decision making/judgment","Pilot "
"206","20080321X00364",2008,2,"Aircraft","Aircraft systems","Fuel system","Fuel pumps","Fatigue/wear/corrosion "
"207","20080324X00369",2008,3,"Personnel issues","Task performance","Use of equip/info","Aircraft control","Pilot "
"208","20080324X00369",2008,3,"Environmental issues","Conditions/weather/phenomena","Wind","Tailwind","Not specified "
"209","20080324X00369",2008,3,"Aircraft","Aircraft oper/perf/capability","Performance/control parameters","Airspeed","Not attained/maintained "
"210","20080325X00384",2008,3,"Personnel issues","Task performance","Planning/preparation","(general)","Pilot "
"211","20080325X00384",2008,3,"Environmental issues","Conditions/weather/phenomena","Turbulence","Wake turbulence","Awareness of condition "
"212","20080325X00385",2008,3,"Aircraft","Aircraft power plant","Engine (reciprocating)","Recip eng cyl section","Incorrect service/maintenance "
"213","20080325X00385",2008,3,"Personnel issues","Task performance","Maintenance","Installation","Maintenance personnel "
"214","20080326X00387",2008,2,"Aircraft","Aircraft oper/perf/capability","Performance/control parameters","Directional control","Not attained/maintained "
"215","20080326X00387",2008,2,"Environmental issues","Physical environment","Terrain","(general)","Not specified"
"216","20080328X00396",2008,3,"Aircraft","Aircraft systems","Flight control system","Rudder control system","Failure "
"217","20080328X00396",2008,3,"Aircraft","Aircraft systems","Flight control system","Rudder control system","Fatigue/wear/corrosion "
"218","20080328X00396",2008,3,"Personnel issues","Task performance","Inspection","Scheduled/routine inspection","Maintenance personnel "
"219","20080328X00396",2008,3,"Aircraft","Aircraft oper/perf/capability","Performance/control parameters","Directional control","Attain/maintain not possible "
"220","20080330X00398",2008,2,"Aircraft","Aircraft systems","Hydraulic power system","Hydraulic, indicating system","Malfunction "
"221","20080330X00398",2008,2,"Aircraft","Aircraft systems","Hydraulic power system","Hydraulic, auxiliary system","Incorrect use/operation "
"222","20080330X00398",2008,2,"Personnel issues","Task performance","Use of equip/info","Use of equip/system","Flight crew "
"223","20080330X00398",2008,2,"Aircraft","Aircraft systems","Hydraulic power system","(general)","Not specified "
"224","20080331X00400",2008,3,"Personnel issues","Action/decision","Action","Incorrect action performance","Pilot "
"225","20080331X00400",2008,3,"Personnel issues","Psychological","Perception/orientation/illusio","Situational awareness","Pilot "
"226","20080331X00400",2008,3,"Personnel issues","Psychological","Personality/attitude","Confidence/reliance on equip","Pilot "
"227","20080331X00400",2008,3,"Environmental issues","Conditions/weather/phenomena","Light condition","Dark","Not specified "
"228","20080331X00400",2008,3,"Aircraft","Aircraft systems","Navigation system","Global positioning sys (GPS)","Incorrect use/operation "
"229","20080402X00414",2008,3,"Environmental issues","Physical environment","Terrain","(general)","Contributed to outcome "
"230","20080402X00414",2008,3,"Aircraft","Aircraft power plant","Engine (reciprocating)","Recip engine power section","Fatigue/wear/corrosion "
"231","20080403X00419",2008,3,"Not determined","Not determined","(general)","(general)","Unknown/Not determined "
"232","20080404X00429",2008,3,"Personnel issues","Action/decision","Action","Lack of action","Pilot"
"233","20080404X00429",2008,3,"Environmental issues","Operating environment","Airport facilities/design","(general)","Not specified"
"234","20080404X00429",2008,3,"Environmental issues","Conditions/weather/phenomena","Wind","Crosswind","Not specified"
"235","20080404X00429",2008,3,"Aircraft","Aircraft oper/perf/capability","Performance/control parameters","Crosswind correction","Not attained/maintained "
"236","20080404X00429",2008,3,"Aircraft","Aircraft oper/perf/capability","Performance/control parameters","Directional control","Not attained/maintained "
"237","20080407X00434",2008,4,"Environmental issues","Physical environment","Terrain","Snowy/icy","Contributed to outcome "
"238","20080407X00434",2008,4,"Personnel issues","Action/decision","Action","Incorrect action selection","Pilot "
"239","20080407X00434",2008,4,"Environmental issues","Conditions/weather/phenomena","Ceiling/visibility/precip","Low visibility","Contributed to outcome "
"240","20080407X00434",2008,4,"Environmental issues","Conditions/weather/phenomena","Light condition","Flat light","Effect on personnel "
"241","20080407X00435",2008,2,"Aircraft","Aircraft oper/perf/capability","Performance/control parameters","Directional control","Not attained/maintained "
"242","20080407X00435",2008,2,"Environmental issues","Physical environment","Terrain","Snowy/icy","Not specified"
"243","20080407X00435",2008,2,"Aircraft","Aircraft systems","Landing gear system","Landing gear brakes system","Failure "
"244","20080407X00435",2008,2,"Environmental issues","Conditions/weather/phenomena","Wind","Crosswind","Not specified "
"245","20080407X00435",2008,2,"Personnel issues","Action/decision","Info processing/decision","Decision making/judgment","Pilot "
"246","20080408X00438",2008,3,"Aircraft","Aircraft systems","Landing gear system","(general)","Failure"
"247","20080408X00438",2008,3,"Environmental issues","Physical environment","Runway/land/takeoff/taxi surfa","(general)","Not specified"
"248","20080408X00438",2008,3,"Personnel issues","Task performance","Maintenance","(general)","Maintenance personnel "
"249","20080408X00440",2008,2,"Organizational issues","Management","Policy/procedure","Adequacy of policy/proc","Manufacturer "
"250","20080408X00440",2008,2,"Aircraft","Aircraft propeller/rotor","Propeller system","Propeller controlling system","Malfunction "
"251","20080408X00440",2008,2,"Environmental issues","Physical environment","Terrain","Rough terrain","Contributed to outcome "
"252","20080409X00441",2008,3,"Personnel issues","Task performance","Use of equip/info","Aircraft control","Pilot "
"253","20080409X00441",2008,3,"Aircraft","Aircraft oper/perf/capability","Performance/control parameters","Airspeed","Not attained/maintained "
"254","20080410X00449",2008,4,"Aircraft","Aircraft oper/perf/capability","Performance/control parameters","Descent/approach/glide path","Not attained/maintained "
"255","20080410X00449",2008,4,"Aircraft","Aircraft oper/perf/capability","Performance/control parameters","Lateral/bank control","Not attained/maintained "
"256","20080410X00449",2008,4,"Personnel issues","Experience/knowledge","Experience/qualifications","Total experience w/ equipment","Pilot "
